Gene symbol	B cells memory	B cells naive	Dendritic cells activated	Dendritic cells resting	Eosinophils	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells activated	Mast cells resting	Monocytes	NK cells activated	NK cells resting	Neutrophils	Plasma cells	T cells CD4 memory activated	T cells CD4 memory resting	T cells CD4 naive	T cells CD8	T cells follicular helper	T cells gamma delta	T cells regulatory (Tregs)
ITK	409.7558423	468.9985735	166.1778128	102.079759	654.6984165	115.0222464	90.2244571	71.26574474	1083.589895	1344.476541	124.1014103	3981.741268	3056.935046	380.4695205	192.2179775	3954.854034	7704.627853	9578.936337	6471.889098	9006.839826	5787.063934	7176.363772
CD33	16.71748672	25.374709	15.47840391	731.6958076	36.39003364	388.0381883	241.8450557	562.1160422	870.835795	811.3522325	1494.400184	14.20413975	13.328498	36.74188801	29.48171985	10.49185361	11.69136762	17.83717204	21.33635265	16.00738743	146.4620047	55.45160433
P2RX5	9116.674392	9725.14216	35.5352843	37.21278271	355.9021695	33.05027296	21.68739568	20.0115018	298.9924978	174.3664719	175.5409499	492.8199974	507.7460936	35.46460502	2524.75311	524.8550881	770.0178375	670.8311858	784.9884834	2876.602126	1108.125761	725.3438736
PTGDR	75.93103964	84.74897834	29.80079173	32.57760806	137.7868425	25.25504861	40.98318506	26.78347553	29.11895968	21.23770371	36.25887091	2044.535858	1627.918557	79.20265559	34.61104034	56.51547019	135.8294143	59.43850829	549.7297474	38.93185048	407.8586616	36.94548042
CXCL5	83.04902879	94.16490321	387.4036234	37.39284051	29.25747912	5315.265079	91.98053835	46.38135018	621.7471315	49.57406448	32.93471403	29.07388553	25.08008077	69.6139163	43.36581215	24.94052208	41.21600403	7.759898576	18.42018765	18.93654262	78.88888206	73.85830951
BLK	3284.235489	1788.424777	16.7439792	15.2857867	38.700173	15.52409402	11.8204986	14.41666747	8.164952674	10.55696945	34.13408456	12.25757399	10.05664906	9.863599005	42.03948876	10.42128191	19.16528476	67.99945866	136.3936481	89.85602787	20.71481403	9.580065844
SELL	8002.61479	11102.0298	137.3301011	121.953751	3001.389383	103.9204555	234.1716363	287.2191393	288.7165574	353.9899758	7242.740165	1590.659482	5741.494585	13724.93946	376.9049927	2531.49842	7104.510327	9805.46284	7418.862396	4188.175594	10585.56882	5165.445456
CD1B	338.3307439	1351.157456	2349.595156	15969.53236	118.1030265	165.9539997	76.0826143	132.2193618	158.8890881	124.0396525	198.2817057	109.5758377	152.9052072	356.8836932	343.6898904	45.50400457	192.5532686	22.28653167	55.67758898	21.53089091	252.4165956	52.94106332
IL3	12.58545616	20.12785138	12.94335151	9.891831901	112.5425353	9.762406535	10.04573553	7.30958941	411.2800676	8.370755211	11.52632712	28.81247015	13.59206642	12.25400672	13.81492461	1689.599596	8.603842518	9.485254596	9.157134905	15.86814667	5.976390119	37.29223107
CXCL13	22.77083572	50.1800947	20.93152388	12.71410384	11.1092851	11.75346746	627.930517	16.76076868	10.94557061	25.70939324	10.31783604	16.12512522	10.02644064	29.79046571	17.24705732	280.5297599	8.95713845	6.024967349	22.35743472	9578.936337	7.577261926	13.50429071
CCL17	58.99587921	42.21616032	6414.906541	2541.410819	91.92866442	114.8422294	55.41158071	620.2134606	45.95170735	26.61741896	67.76049878	38.77174192	75.01179342	34.28591541	82.14621562	170.3383554	30.30478142	19.48358652	78.50428281	38.03375116	59.77162048	393.9264602
KLRG1	1076.359373	1351.157456	224.2019093	250.0803963	448.570662	270.2038954	253.1007469	148.5655127	1313.328247	1310.19144	305.4474128	912.2671752	1700.856514	605.3949976	482.7709118	275.5197677	1939.944493	467.4716087	3859.14824	283.2038076	4631.811312	373.3248469
CD247	53.69027623	23.66779296	32.48553108	43.67897681	459.1326292	23.92868112	26.9337182	81.83870096	105.4058403	128.4661867	35.27406041	15108.26954	16099.47966	59.83784952	65.55259868	2156.371127	5318.708728	7038.536622	5508.526368	5302.661793	9129.432322	9743.994501
ICOS	8.407302028	6.458825767	6.159261216	6.702810599	13.9959794	4.485992218	18.58723205	5.065226719	5.256582916	5.202255893	5.362446048	22.53108052	12.554434	6.199101199	6.147205936	1804.928958	786.5967435	1018.135876	194.1905981	7744.01596	36.42210641	738.9703291
ETS1	792.2524045	988.8726693	115.7021417	120.6221577	230.763415	96.62991012	130.1202875	75.4038863	156.3004608	147.1300736	85.66933558	696.2669173	759.7185652	243.6131706	410.3171187	1261.517205	1902.189462	287.8283832	613.4935899	701.5416085	99.66586714	1031.179862
CD40	1328.267122	1493.347557	4943.303284	1598.408075	204.0560124	1146.591678	12966.60573	643.639203	416.0597275	111.7010328	298.5733076	204.8063535	164.1619074	275.5927662	838.3890443	169.3131278	168.9573287	119.8051169	203.0571538	129.5124355	269.4014427	338.6601465
CCR2	360.0216463	420.0370653	117.1398876	115.7528109	213.9862512	122.7713689	80.9645004	74.52120484	63.82847845	115.0116104	2908.726283	97.00535628	92.11909435	243.2288166	1710.33313	297.1447653	756.5516447	64.9467235	312.6203444	95.47693449	1151.152529	258.8984705
HTR2B	13.11478166	6.171513508	382.9194372	19.64801361	8.275869344	6.900538825	31.86953296	216.0502815	4.888042211	52.69279218	13.85052231	6.958858985	30.97175272	7.446654092	26.40774882	4.605860048	5.822857646	11.3103513	22.71063607	9.317338154	77.03535453	26.43901488
RIPOR2	5267.741473	4719.699579	126.2864186	136.2081634	2755.053484	92.82935445	193.0268711	86.87890188	170.8249765	187.4701407	2428.861545	696.5310083	1586.716996	8329.197426	237.5875518	256.5379971	2808.159439	4454.485846	3376.093302	665.2076215	2376.662113	910.8875823
BIRC3	1072.239215	1762.323129	10553.57544	442.7298273	1582.230325	230.7650134	1971.112539	237.5017836	1951.560424	71.25617244	159.952492	1173.96483	283.6871924	132.8542597	363.8164437	2888.707681	1121.424012	677.9807091	370.9307246	402.5623243	238.9246256	2449.370773
HLA-DQA1	1379.121703	942.7749076	6417.316621	7712.247914	68.2343922	874.2342868	4169.716387	5225.867112	390.0099509	190.2949934	275.3534268	214.9325691	219.2102706	218.2099668	161.7246112	167.0688665	106.9349988	122.6942485	173.4117383	89.17794598	356.7324528	621.2518682
TNFSF14	9.719004464	10.0823446	8.691520443	17.95365709	291.7775578	936.6552461	20.45437223	16.04544391	66.46487192	13.49997975	35.07227527	2050.816822	362.1020637	614.120037	9.555358782	428.3545003	59.18404696	28.21199417	92.31649554	168.835817	17.77460958	258.1350672
CD38	659.9477137	588.2648306	3371.628895	65.77761797	298.7045221	90.8542014	12009.36242	642.6104871	1366.953817	814.6736615	237.7018615	867.2194289	1418.265485	400.4888321	12117.94539	492.6276527	205.305051	296.2994306	318.883456	1145.360549	224.0112245	696.5074435
ACKR2	92.31546536	52.98873326	76.23824701	54.79311967	139.3579335	63.12794941	57.58401637	73.7311384	73.11439148	50.87012491	68.90758909	50.05941379	81.81890669	97.53796277	773.8184665	67.60022415	282.9223926	64.30250203	130.744128	100.7324553	50.76403215	54.44144843
ARRB1	15.19815814	15.93115384	32.66449377	43.10758498	26.07419288	333.3962724	946.0138184	395.5562302	31.29032739	44.46607563	440.2370047	138.9893405	57.39670667	32.74962107	18.99250539	23.05515036	25.18421938	18.71219759	19.09130442	18.44492663	15.11426723	7.896579688
HECA	177.8451002	147.9736788	109.8186109	149.3724413	1119.899701	114.2614669	200.9810494	172.2889652	9389.503009	9299.383668	129.5522336	150.8083027	200.3498771	150.6140872	310.1156544	82.7123624	118.9595662	18.24228689	123.8596636	23.22265447	90.33473739	91.91206074
GNLY	14.52025513	9.016559093	21.45038814	22.37056888	24.52606794	16.57744727	20.40693277	15.74284151	18.37211337	26.17106781	19.94743339	23235.35012	21760.60028	118.2602821	19.25302109	233.4211369	1198.37505	134.9186388	3732.536058	12.65987353	8201.567151	24.36657201
IL2RA	216.016679	151.2654723	2221.900378	44.95064885	133.8083659	33.9871692	3963.774053	146.4600699	310.0050923	193.2645954	25.41115885	628.1600217	42.04435301	31.22286334	79.81202979	4978.13072	360.4452087	87.16147336	85.8239546	184.4383466	31.18038026	3823.559035
EBI3	16.93649086	10.50267123	6496.243408	16.81680477	9.497299095	13.18836854	20437.69231	311.2058679	134.9737807	8.959876311	12.4947299	16.85549775	10.01431702	11.62603766	8.897758981	119.0986128	11.53252065	15.05714204	12.21399038	11.63480358	8.368172831	164.024998
FCGR3B	191.9423831	434.6883898	125.0983352	158.6201963	321.0470841	256.3156774	154.0822062	155.6717837	123.6149676	290.4715044	402.4458452	369.6606901	494.7560439	27546.9664	121.1090782	106.4982845	133.7448215	61.46749025	178.1993614	64.11513732	446.2450155	203.850527
CD80	345.1713796	131.2576257	4526.24129	596.4318172	109.740993	350.482739	3650.811207	160.4810794	177.1857239	120.790446	148.4294518	139.2568175	163.1921911	132.6404432	367.1492638	195.416557	92.39233333	102.0859478	73.52859919	109.7080589	196.5982704	392.7464198
CXCR2	12.64597482	26.76355546	48.42702155	176.8360878	442.7589038	115.5505074	174.1206652	64.07909887	56.93465721	126.093962	408.3528365	280.0023863	963.1701029	17610.41012	20.8510013	7.644655016	20.88194891	5.107669662	73.61765642	11.15831089	341.3628029	62.58074509
CXCR1	187.0592932	260.5780432	64.12271586	65.52991342	239.4764818	72.0058534	61.26982624	53.22101207	267.9679786	263.7886674	82.78141165	417.1870896	515.9159844	5613.081304	146.6778838	76.35489937	253.8205315	320.9597732	214.6841388	71.48534098	691.7310759	216.8895181
CD4	118.3512664	138.4573773	701.0986434	1340.751384	163.6390935	552.3052303	1574.336844	10105.34674	287.7837723	213.8663803	3343.906153	75.96955929	81.07568775	364.5571609	351.0163026	1725.414846	3710.379943	2495.269425	164.9509326	4363.016183	399.5375472	5524.681644
IL1B	364.9197528	508.1423339	2781.903216	437.0700597	1137.887994	1273.463059	675.1218227	291.824541	17770.60586	3282.430504	1257.182131	241.5910262	250.0432905	3099.346146	198.7896427	200.4208119	251.1017935	136.961868	144.2186891	204.2875485	352.1592413	284.0853434
KLRD1	170.2059521	204.0068731	61.79015112	88.95467091	58.50047382	53.17243141	62.89115552	75.6389405	47.96373123	69.9817193	81.02147756	6195.927488	7278.146564	195.370024	244.5489843	155.9617882	207.8812187	75.78362334	1670.271427	149.0261337	3580.074313	59.999115
CD8B	18.55930203	21.53089091	13.49794899	14.20160728	33.0054369	14.7839247	9.306658239	9.973398059	10.95016398	9.973784848	14.49443263	16.68319539	20.09303314	31.43329135	22.19126923	12.46145751	16.54639136	143.5770588	3697.963718	118.4547967	108.6995574	12.43551104
S1PR5	7.027494673	7.997120003	7.668039292	6.920113656	8.09184729	9.800628668	6.633637977	6.433693872	9.124929522	8.974214161	6.788452669	175.6975199	587.6581174	9.352910216	7.65617701	6.843334165	6.547727883	8.45170015	41.04900098	8.886630463	13.06706142	5.615635204
GRAP2	15.00203046	12.62708927	10.11500312	7.973524377	13.68032754	9.44203317	15.99426095	20.12785138	140.1321556	234.8866301	11.82509864	307.2558216	200.763896	10.85570109	11.63480358	151.959726	269.2219489	318.9107126	280.9234111	201.2672093	166.772216	189.8106758
C5AR1	64.88366132	92.39233333	889.9578222	1195.953955	2647.728393	4989.998907	262.8037637	1920.668117	756.9007984	536.888673	4237.561451	170.9594157	335.1748215	12587.17469	25.374709	23.7998802	24.57422621	39.1758312	71.29814039	27.36083709	422.4027943	42.31424562
CCL8	97.02939896	229.3383995	1523.493213	85.43977671	24.19311858	152.3193862	4535.517152	2829.09296	1333.111492	59.52076258	126.7672449	49.04713211	49.61858818	94.60984879	105.7382506	82.98777026	64.22389989	31.42579269	35.05420149	40.64411705	105.8701548	77.90022347
ZFP36L2	661.8816941	923.602815	124.3001947	532.3725666	311.9773023	297.4815667	23.57209837	303.5769537	54.25282854	34.42499963	1341.516598	263.103889	915.0156182	517.338976	485.6449165	366.0960572	3731.327234	357.0079722	3227.833526	641.8482849	154.9349031	2943.240501
FZD3	138.3505755	121.5674974	24.30648198	77.88233881	28.00346067	31.33678222	32.63242659	195.3507704	68.23533874	58.84581105	39.70835546	38.82769283	29.43502605	73.00874476	181.1627863	136.5432862	39.04159069	96.62044786	50.26515479	449.1787857	59.00916719	63.60598821
LTB	12117.94539	10351.64143	112.0607213	184.5481051	2136.992363	127.317149	116.2863022	161.002021	400.9057785	222.2586327	321.3564756	16862.16904	1009.906661	5458.249488	106.6290931	5257.453469	12009.36242	13247.62405	9829.724672	9725.14216	3372.608476	17485.2086
IL7	611.4516464	250.9247833	143.5066148	68.88084979	18.13188477	93.50347161	133.4873015	79.20083093	25.03009419	55.59054639	51.3943268	26.22845437	24.76130902	14.89186794	40.0906413	30.32542187	69.25499148	34.7070222	41.57938135	68.38795936	27.39425876	43.15687677
IL12RB2	18.33818525	13.44126834	10.65230466	14.03060068	11.68834565	19.79170172	14.52740162	43.64768257	31.27438783	39.54913244	20.50390251	1531.023729	594.0469774	14.16736964	13.07042258	726.4496109	106.8888316	33.86467066	95.11508424	117.5335217	386.7126926	219.4383155
CHST15	380.4544171	375.0617962	99.79101855	317.7544695	1106.193591	1452.251166	103.4871553	1051.6856	895.2054973	1121.27006	3334.89402	21.63834323	43.29669296	4602.158626	2248.878473	34.12601784	41.68602369	56.31496953	37.3682688	41.65976896	339.1261865	82.84147995
GZMH	33.95743123	21.35853068	26.34630303	17.75887232	52.48247611	24.82219085	15.89364427	14.88173325	19.61378309	17.9815414	36.90093477	7419.827913	11889.00904	41.85793547	41.24636078	896.7120375	630.7749174	198.9335618	8555.821981	26.30390688	10428.44501	79.31202778
TRIB2	915.3236717	1848.219528	126.8179678	255.2096152	311.6530554	152.1388719	71.30464757	22.3637411	1394.871276	1949.185675	123.0323791	1049.5197	1307.778436	155.8993479	262.8037637	275.8348106	2377.362513	2278.453629	1138.062023	5890.338133	754.1562238	839.9304115
NTRK1	13.73659599	13.56995609	8.220089782	14.87419345	24.83620744	8.11603997	8.77366203	8.95713845	1165.767806	353.8858453	11.91460935	13.60956204	9.510068915	16.05784624	28.05481762	21.08132558	15.01956589	22.8422122	10.62433837	9.834897324	17.70640663	11.27070692
CCL7	45.94840622	80.54919503	72.95235312	24.2434917	108.0688126	651.3648029	241.0650179	85.74723008	956.4362847	137.7438512	36.20654238	21.32839265	33.53994623	97.336807	58.10858778	22.95842907	38.5055913	48.24358597	54.29720304	53.34937988	74.50448787	55.4673111
CSF3R	29.61360061	99.76628743	67.25193329	92.48429351	248.3966271	214.3427639	860.3372222	737.8599039	212.2561883	186.0953351	2331.948628	45.2333023	115.6437107	9175.361959	22.72781743	25.6594246	36.16508067	107.0724606	24.3859179	38.93185048	338.8415636	85.4433645
CTLA4	12.05483904	19.39158332	12.49357301	16.48246747	62.02243666	14.31666435	8.580759955	18.03666634	14.80064982	18.08044096	18.619765	18.71219759	11.01469755	38.69364838	12.39999002	1865.797683	606.1036832	282.3095234	19.09265901	2019.936149	22.98413575	4077.44587
GIPR	8.69890136	8.245074698	11.2653381	8.587227324	110.9133339	7.247773205	31.73041766	23.65144355	25.50899867	17.06083294	8.506723418	11.72814867	13.45361226	10.05277019	5.570829264	9.251047619	5.19508538	20.2876468	10.90883943	30.90820518	67.5773091	32.74751321
IL4R	1883.66674	11009.29392	2410.484546	1093.752458	1117.612583	1054.288345	3007.592556	846.6140012	4652.787414	3106.475575	1192.215763	1609.901147	851.30019	2809.100785	291.1304361	864.1960215	1148.814515	2125.328314	884.659355	414.2300341	913.5881164	3102.322518
NMBR	573.6463176	507.384036	17.42986379	81.80338925	103.947176	49.44515642	16.42178108	35.1722477	24.63797792	11.1988627	77.85728222	48.05321317	29.15508056	201.7522159	242.5274059	92.99539565	31.0595517	8.77366203	45.63830073	20.04059624	183.1728448	117.8521836
GPR65	490.2704567	507.5709281	155.0751578	607.4918095	8034.40209	702.0291957	263.7450621	993.5543835	1507.86671	1700.97754	1473.160908	2137.237334	2138.331722	2530.19965	162.813157	850.211608	1499.931247	572.3060778	1518.573945	252.2799806	2511.23381	608.4463585
LCK	327.1096376	337.4400897	57.6156067	43.79168499	245.2328838	64.45522652	25.99553349	22.85969301	20.84968098	33.89599017	80.75884433	2808.159439	3604.565205	186.8691266	40.80982734	4042.377012	7786.120969	8948.349603	8763.864592	9578.936337	4299.610023	6736.744097
NKG7	10.33850341	6.994769751	6.557717872	4.961302934	24.2643021	4.93466715	217.2245766	6.547727883	573.0034371	429.3526592	34.65463899	14574.73469	13911.17937	13.31565465	7.726182177	947.3726372	679.6910465	106.5387015	8640.630717	7.582193721	10086.41757	18.51226305
IL1A	114.0328396	207.8094975	387.9719904	107.4684033	2009.795325	627.6075867	90.02342615	27.04752387	2906.366436	140.5103893	61.10993853	75.92997592	81.80415638	204.892697	101.4843406	147.6537197	89.41077945	98.02150804	65.8236721	52.93205499	104.0011372	47.70844227
BANK1	9177.359918	7633.960182	19.41137259	49.22937803	993.0314299	7.014183016	16.02027146	29.19263501	92.53939613	79.8154876	86.58724759	37.1948578	33.00482498	39.18510516	108.7748971	4.929861418	35.51276327	39.56449682	27.08870144	18.99250539	55.75942073	33.46526866
IL5	11.61192289	6.618252721	22.53916948	15.96329864	22.81507783	11.32827552	48.58576071	18.8378526	317.6908754	12.570626	11.47899088	13.81492461	8.169496573	13.25903543	9.694581053	159.9554562	35.07363094	11.36906118	18.71157669	28.07283413	34.7038725	86.16972173
IL4	28.84260472	10.0823446	9.284199738	9.549519912	52.56882157	7.664565106	8.673663183	7.429093546	10.14540159	7.282627513	8.872339575	9.624468251	12.25198156	34.58584621	39.12138574	232.713076	10.77863651	10.44585498	13.17067743	118.0039289	32.63339605	31.86954261
CXCR5	298.694373	368.7814351	26.90915848	17.53626408	55.85644925	17.36373676	212.2750073	14.43114488	18.88504854	13.73208623	14.61246054	15.13101608	16.03380756	19.29227122	10.14786303	207.1265648	181.8245372	29.79215867	32.70801147	2508.080521	31.93919539	32.4851772
CD79B	4719.84198	5975.189254	72.14957289	61.59710526	209.7392117	68.04622904	64.07909887	79.32420695	61.7152637	38.49728027	158.7986952	254.4761746	364.2599841	232.5557133	900.5698225	192.0177626	341.3861217	284.1304512	229.2346632	425.1070045	277.8145759	863.4669544
LTA	12.01527664	11.68110017	12.82463268	14.60038983	26.31845898	12.5287015	114.1041953	14.98197508	17.78813205	12.95614608	12.51621864	2880.862643	24.18839952	16.83523098	12.60267124	2867.607058	27.69750654	258.3876509	21.16573991	524.4770391	13.28187351	138.2988262
CD5	212.2007839	482.7709118	259.6191632	270.5730739	296.9402652	259.243454	285.0923469	188.25878	219.5267689	182.0748079	312.9288878	201.6701633	283.2620394	223.7346793	459.3251879	918.9690411	1734.374565	1101.084704	947.6570017	1464.692495	508.249512	3513.782725
FFAR2	15.54382491	12.83845224	16.51972226	17.74165652	1048.091741	31.01207332	454.5513273	87.81654144	89.36683692	76.33948281	101.05938	13.44126834	73.96615142	4025.755477	20.15690171	16.94262088	15.89364427	11.92870205	11.77579288	14.98197508	24.4582214	28.272854
CRTAM	66.10701896	54.88908823	153.9609051	128.6403474	78.33058859	761.03216	38.22269719	85.70898291	106.1592663	15.54962061	212.0416867	652.8575264	261.1619294	83.96491114	54.0562838	661.2766113	114.0594238	308.5611006	1443.48038	42.15294578	829.6692685	47.76902833
CD72	194.0589782	1434.004736	8.05889839	24.27133459	13.37742609	9.476286725	9.588069329	123.9520803	15.55213132	6.665661843	9.096324111	21.03489045	67.34451995	9.272238244	8.359413914	15.72935292	8.195551244	43.04528298	18.8127059	10.23080265	11.4839684	37.64694269
PMCH	10.5949733	12.39999002	11.88490948	9.763369734	10.81046055	8.822055734	6.066370195	7.417755579	32.33716932	10.02000176	9.49164333	11.09025115	6.727160344	13.42857679	16.56020185	138.142275	14.81798486	12.96669349	7.056096164	9.800664188	19.44909386	9232.536023
TNFRSF4	14.8278152	15.01956589	1646.191207	203.4808519	25.15229317	20.73872674	1462.50333	441.126154	347.3968639	76.94630793	17.76981387	697.7043267	195.89287	28.18616394	142.8319114	1997.155963	524.4770391	22.20688826	18.71047795	1178.444669	21.35202747	2852.970487
FASLG	274.6088916	342.8390554	101.0667448	70.64960056	115.7068375	101.1502198	80.50952615	85.78259883	147.2678931	128.362777	108.383093	2218.049204	1537.723722	250.192653	188.93844	478.9874938	140.8491762	144.0787779	169.2167794	126.7421568	600.2580034	171.4953465
CD2	409.5822139	419.4350192	146.9688776	187.6124847	614.9120433	149.914948	112.6050172	188.1947985	138.5888054	332.6238386	222.357789	3097.47128	6247.906848	576.8272959	377.8722518	7866.426688	9578.936337	8002.722844	8182.951228	14057.43026	5897.393241	11226.69889
CCL20	26.99246182	39.50876033	1509.776445	14.52087814	31.12895874	11.31047112	724.6148681	12.8049967	5473.438695	13.96528518	18.85113165	20.31818041	18.43517451	22.44468073	13.71677829	1562.138826	29.40136468	13.08202394	61.54110043	188.6755023	18.13033499	12.36926288
PPBP	89.83852158	112.7304414	211.9393609	91.22599046	52.02064599	3754.147483	230.1459177	292.9918215	1402.0838	78.2133217	80.46672814	17.49572851	37.90535113	564.5799005	166.6443042	20.89581929	58.2388091	65.62156196	61.67249965	63.64624142	476.6620695	117.7291809
FOXP3	93.5353139	135.9782583	64.02824977	63.27839509	140.8020324	62.1654919	171.731211	63.79022174	23.27253143	69.49716875	76.15295297	56.57949837	31.98561018	164.6742962	41.24636078	478.810999	190.192431	129.5124355	65.14694151	146.8412284	103.9721613	2001.919746
HLA-DOB	4832.779431	6607.334733	2006.948626	37.2824505	227.8449074	49.6673024	1573.187324	41.5765162	48.71801042	63.49779998	102.1825691	188.3202183	230.4248523	96.88647987	4287.536344	44.00072194	47.963256	54.34069564	212.2757519	118.2666793	44.15872342	117.0529938
GALR1	4.348941107	2.661554274	3.475112044	2.493139629	15.43906987	2.442423079	4.897631255	8.968861076	18.24601309	4.223909018	4.179834102	3.69898121	4.227180464	6.071751695	5.90308276	3.847184414	6.212037366	41.01608039	3.908160923	6.994769751	18.63540007	4.835860747
FZD2	10.76683514	40.20305932	236.3498633	831.7517546	40.47220877	98.02418421	409.5554813	777.4188883	171.534545	210.0179936	455.2912189	11.61080204	21.52230454	16.40047837	25.20265438	10.89927471	6.482478073	23.74932601	13.86980966	9.463569762	68.17805047	14.54663645
GPR18	1822.014185	3056.84082	33.94734448	21.83449399	266.0015774	23.11613842	51.61492393	54.63497421	39.9013615	52.30100217	109.6660347	2025.829576	1204.171373	156.3072275	15.28674853	431.4075402	678.2573057	1241.790015	1037.066376	1521.532591	840.8407261	215.7526442
CXCL11	71.79483122	90.26229276	3956.496269	21.12034731	33.86659948	16.90510228	9059.841342	29.35940998	33.7735536	27.84781811	38.41873667	183.3079432	28.53859717	74.22060498	44.79050636	52.00544678	14.33061258	6.633637977	22.77124293	23.48774462	42.34729139	42.51314662
FPR1	387.2639146	361.3212533	222.4014754	281.0707287	3809.534017	880.9211063	801.8866109	408.5415267	716.9951177	660.8588777	9800.634834	303.3669097	397.2639649	27644.58995	343.9217634	161.2444569	240.3083941	161.9808797	210.2034137	248.213136	911.9483813	222.4633603
OSM	2.708641993	2.05303015	3.537000212	10.91034349	1657.870692	3.540709893	3.129845825	6.319098182	8.408928144	13.94683468	4.071675747	172.7170749	2.264192614	188.2377246	2.05303015	45.01752131	4.818030863	2.307902038	3.823397028	12.94364358	20.55380014	142.6507045
IL12B	89.59925365	105.275436	2407.546497	73.47854562	68.62419013	43.55770236	513.0848293	18.65300514	72.40950258	38.07655929	42.42610973	56.90002211	85.58316556	127.5501333	56.97214117	77.91715796	59.255418	28.4476789	41.94288686	42.09518393	84.12179397	43.47558877
IL7R	454.5504216	277.7164299	7799.647099	2156.179359	358.0842541	5078.293455	2163.365124	85.59144108	325.7294175	36.56114051	163.3050166	341.6294609	1159.340489	742.6718185	126.0983758	1965.113683	18085.9446	19513.31337	15195.16858	3066.253514	2118.827609	507.1604755
KLRK1	280.4713279	670.2708554	47.2591819	71.21203215	441.4201255	44.14759366	38.56086836	62.47198947	77.98871131	88.01964485	78.91616578	5454.73273	8790.503534	246.4439838	77.84292347	69.14462123	276.2455792	353.8455751	8228.460511	105.1489388	5199.517616	44.32349787
FPR3	243.6605005	325.6674246	4194.211448	5751.146697	211.1145595	3004.448975	608.2692535	2357.542622	328.0502272	200.0838912	203.421307	94.70041249	112.657984	277.4149037	84.16107071	99.98686977	116.5979064	97.29879579	105.807962	128.4835934	196.9377727	153.046445
BRAF	974.3131867	2571.803933	360.063401	230.0949786	925.5224912	312.9311159	369.770593	191.008753	301.8437696	153.4806628	264.8782577	257.1799046	298.7194597	721.2799495	492.0692023	178.3523031	155.551421	101.0267209	178.6931052	102.1260256	441.0280541	593.3232903
IFNA10	158.4224613	63.51120873	8.554973126	21.86200716	11.35404201	10.54848621	8.485896389	7.997120003	22.44617229	31.31689645	13.10429637	13.16479841	8.565645005	20.7783228	31.21088513	9.372947039	13.99751273	14.25566764	12.57137446	15.27320006	10.459288	155.2422393
MZB1	122.2593141	46.81934	22.41174764	23.21322482	52.52655798	22.27069193	30.4274162	33.81911592	29.49339673	30.79487517	24.85648896	26.15989089	21.76048739	29.79626914	20117.66469	21.78305128	9.914966708	70.2363913	42.83903749	18.16093232	62.51579389	65.46672008
